,main_style,brewery_name,beer_style,beer_name,beer_abv,cluster,avg_review_overall_p_style_p_group,avg_review_aroma_p_style_p_group,avg_review_appearance_p_style_p_group,avg_review_palate_p_style_p_group,avg_review_taste_p_style_p_group,total_reviews_per_style_by_cluster,total_reviews_by_cluster,avg_review_overall_p_beer_p_style_p_group,avg_review_aroma_p_beer_p_style_p_group,avg_review_appearance_p_beer_p_style_p_group,avg_review_palate_p_beer_p_style_p_group,avg_review_taste_p_beer_p_style_p_group,total_reviews_per_beer_per_style_by_cluster,full_total_styles,full_total_beers,review_overall_per_group_full,review_appearance_per_group_full,review_palate_per_group_full,review_taste_per_group_full,review_aroma_per_group_full,full_total_groups
345,Specialty Beers,Dunedin Brewery,Fruit / Vegetable Beer,Razzbeery Wheat Ale,5.6,24.0,4.13,3.97,3.87,3.82,4.04,1162.0,1920.0,3.5,2.75,3.5,3.25,3.5,2.0,83381,15,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
346,Stouts,Zero Gravity Craft Brewery / American Flatbread,Foreign / Export Stout,Extra Stout,10.2,24.0,3.63,4.15,4.17,3.85,3.94,78.0,1920.0,5.0,5.0,5.0,5.0,5.0,1.0,166797,34,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
347,Strong Ales,Brouwerij Van Eecke N.V.,Tripel,Kapittel Abt,10.0,24.0,2.5,2.5,3.5,3.0,3.0,1.0,1920.0,2.5,2.5,3.5,3.0,3.0,1.0,207116,118,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
348,Wheat Beers,Joseph James Brewing Inc.,Witbier,Alpine Wit,5.1,24.0,3.47,3.42,3.56,3.21,3.28,59.0,1920.0,2.0,3.0,3.0,2.5,2.0,1.0,86224,15,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
349,Wild/Sour Beers,Gueuzerie Tilquin,Gueuze,Gueuze Tilquin (Draught Version),4.8,24.0,4.16,4.15,4.03,4.08,4.18,53.0,1920.0,4.0,4.0,3.5,4.0,4.0,1.0,32378,37,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
350,Bocks,Trafalgar Ales & Meads,Bock,Trafalgar Maple Bock,6.5,25.0,3.64,3.68,3.88,3.71,3.82,124.0,6237.0,1.0,1.0,4.0,2.5,1.5,1.0,50610,20,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
351,Brown Ales,Wells & Young's Ltd,English Brown Ale,Young's Christmas Pudding Ale,4.3,25.0,3.73,3.59,3.79,3.63,3.73,201.0,6237.0,4.5,4.5,4.5,4.0,4.5,1.0,48899,13,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
352,Dark Ales,Anchor Brewing Company,Winter Warmer,Our Special Ale 1997 (Anchor Christmas Ale),4.5,25.0,3.99,3.87,4.02,3.87,4.01,626.0,6237.0,3.5,4.5,4.0,4.0,3.5,1.0,60821,20,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
353,Dark Lagers,Franconia Brewing Company,Munich Dunkel Lager,Franconia Dunkel,11.6,25.0,3.65,3.42,3.69,3.44,3.62,169.0,6237.0,4.5,5.0,4.5,4.0,4.5,1.0,60925,16,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
354,Hybrid Beers,Trafalgar Ales & Meads,Cream Ale,Trafalgar Cedar Cream Ale,5.0,25.0,3.73,3.74,3.76,3.64,3.81,54.0,6237.0,2.5,2.0,3.5,1.5,2.0,1.0,15775,16,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
355,India Pale Ales,Hub City Brewing Company,American IPA,Paradise Ale,6.2,25.0,3.92,3.95,4.0,3.92,4.0,799.0,6237.0,3.0,3.0,3.0,3.0,3.5,1.0,210717,14,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
356,Pale Ales,"City Brewing Company, LLC",American Pale Ale (APA),Golden Leaf Pale Ale,5.5,25.0,3.92,3.67,3.84,3.7,3.82,1157.0,6237.0,4.0,3.5,4.0,3.0,3.5,1.0,208731,14,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
357,Pilseners and Pale Lagers,Byron Bay Brewing,American Adjunct Lager,Byron Bay Premium Ale,5.0,25.0,3.47,2.88,3.13,3.14,3.16,730.0,6237.0,4.0,4.0,3.0,3.5,3.5,1.0,116531,14,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
358,Porters,Harpoon Brewery,American Porter,Catamount Porter,5.4,25.0,3.9,3.89,3.98,3.76,3.97,102.0,6237.0,5.0,4.0,5.0,5.0,4.0,1.0,67373,26,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
359,Specialty Beers,Saltram of Barossa,Fruit / Vegetable Beer,Pepperjack Hand Crafted Ale,4.7,25.0,3.29,3.55,3.54,3.32,3.35,241.0,6237.0,2.5,3.0,2.5,2.5,2.5,1.0,83381,18,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
360,Stouts,Ceres Brewery (Royal Unibrew),Foreign / Export Stout,Ceres Royal Stout (Ceres Extra Strong Stout),7.7,25.0,3.35,3.74,4.0,3.56,3.66,93.0,6237.0,3.0,3.0,2.0,3.0,2.5,1.0,166797,25,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
361,Strong Ales,Brasseurs R.J.,Belgian Strong Dark Ale,Brune D'Achouffe,8.5,25.0,4.02,4.01,4.09,4.02,4.11,1189.0,6237.0,4.0,4.5,3.5,4.0,4.0,1.0,207116,33,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
362,Wheat Beers,Joseph James Brewing Inc.,Witbier,Alpine Wit,5.1,25.0,3.88,3.65,3.75,3.7,3.76,674.0,6237.0,3.0,3.5,3.0,3.0,3.5,1.0,86224,15,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
363,Wild/Sour Beers,Jolly Pumpkin Artisan Ales,Gueuze,Lambicus Dexterius,4.5,25.0,3.9,4.06,4.02,3.9,4.06,78.0,6237.0,4.5,4.5,4.5,4.5,5.0,1.0,32378,43,3.8349366682700015,3.822350489017156,3.718133718133718,3.8110469777136444,3.6926406926406927,6237.0
364,Bocks,Iron Hill Brewery & Restaurant,Doppelbock,Triple Bock,13.2,26.0,3.81,3.72,3.84,3.71,3.8,248.0,9985.0,4.0,4.0,4.5,4.5,4.0,1.0,50610,17,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
365,Brown Ales,R & B Brewing Co.,English Brown Ale,Raven Cream Ale,4.8,26.0,3.84,3.68,3.87,3.74,3.84,325.0,9985.0,3.0,2.5,3.5,4.0,3.0,1.0,48899,13,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
366,Dark Ales,Fuller Smith & Turner PLC,Winter Warmer,Jack Frost,4.5,26.0,3.88,3.8,4.04,3.86,3.92,434.0,9985.0,2.5,3.5,3.5,3.5,3.0,1.0,60821,21,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
367,Dark Lagers,Grolsch Bierbrouwerij N.V.,Märzen / Oktoberfest,Het Kanon,11.6,26.0,3.66,3.42,3.74,3.47,3.6,208.0,9985.0,3.0,3.0,3.0,3.0,3.0,1.0,60925,18,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
368,Hybrid Beers,Brasserie De Saint-Sylvestre,Bière de Garde,Bière Nouvelle,8.0,26.0,3.69,3.49,3.59,3.54,3.53,71.0,9985.0,4.0,4.0,4.0,4.5,4.0,1.0,15775,23,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
369,India Pale Ales,Coronado Brewing Company,English India Pale Ale (IPA),Admiral's Ale,7.0,26.0,4.1,4.06,4.07,4.02,4.14,2362.0,9985.0,3.5,4.0,4.0,4.5,4.0,1.0,210717,18,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
370,Pale Ales,Molson Coors Canada,American Pale Ale (APA),Molson Stock Ale,5.0,26.0,3.98,3.73,3.88,3.78,3.89,1428.0,9985.0,3.5,3.0,3.0,3.0,3.5,1.0,208731,13,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
371,Pilseners and Pale Lagers,Gulpener Bierbrouwerij B.V.,Dortmunder / Export Lager,Gulpener Dort,6.5,26.0,3.34,2.8,3.07,3.01,3.02,470.0,9985.0,4.5,5.0,4.5,4.0,4.5,1.0,116531,14,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
372,Porters,OPA-OPA Steakhouse & Brewery,American Porter,Southampton Porter,6.0,26.0,4.0,3.9,4.05,3.87,4.04,752.0,9985.0,4.0,3.0,3.5,4.0,4.0,1.0,67373,22,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
373,Specialty Beers,Wachusett Brewing Company,Rye Beer,Wachusett Ryde,5.0,26.0,1.73,2.46,2.75,2.1,1.81,26.0,9985.0,2.0,3.5,3.5,2.5,3.0,1.0,83381,41,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
374,Stouts,Bandwagon Brew Pub,American Stout,Chocolate Cherry Stout,11.0,26.0,4.06,4.06,4.24,4.06,4.17,1953.0,9985.0,3.5,2.0,3.0,4.0,4.0,1.0,166797,15,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
375,Strong Ales,Arbor Brewing Company,American Strong Ale,Dark Corner (Red Cap),7.5,26.0,4.02,4.01,4.08,4.04,4.14,1678.0,9985.0,3.5,4.0,3.0,3.5,3.5,1.0,207116,33,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
376,Wheat Beers,Three Floyds Brewing Co. & Brewpub,Berliner Weissbier,I &lt;3 Deesko,5.9,26.0,2.58,2.86,3.16,3.0,2.6,25.0,9985.0,3.0,3.0,2.0,4.0,3.0,1.0,86224,20,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
377,Wild/Sour Beers,Gulpener Bierbrouwerij B.V.,Flanders Oud Bruin,Mestreechs Aajt (US - Non-Saccharin Version),5.0,26.0,2.5,4.2,4.3,3.3,3.3,5.0,9985.0,2.5,4.5,4.5,3.5,3.5,1.0,32378,87,3.972108162243365,3.99799699549324,3.8898848272408615,3.9971457185778667,3.8787180771156735,9985.0
378,Bocks,Great Lakes Brewing Company,Bock,Great Lakes Rockefeller Bock,7.5,27.0,3.89,3.75,3.88,3.82,3.92,2722.0,68088.0,4.0,4.33,4.33,4.17,4.33,3.0,50610,18,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
379,Brown Ales,Hale's Ales Brewery & Pub,English Brown Ale,Hale's Irish Style Nut Brown Ale,4.2,27.0,3.84,3.66,3.82,3.69,3.79,2881.0,68088.0,4.0,3.0,3.5,3.0,3.5,1.0,48899,13,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
380,Dark Ales,Thurn Und Taxis Regensburg Gmbh Fürstliche Brauerei,Roggenbier,Thurn Und Taxis Roggen,5.3,27.0,3.85,3.79,3.95,3.79,3.89,3522.0,68088.0,4.0,4.5,4.0,4.0,4.0,1.0,60821,20,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
381,Dark Lagers,The Defiant Brewing Company,American Amber / Red Lager,Muddy Creek Lager,5.6,27.0,3.76,3.43,3.71,3.55,3.62,3777.0,68088.0,3.0,3.5,4.0,4.0,3.0,1.0,60925,16,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
382,Hybrid Beers,Weston Brewing Company & O'Malley's Pub,Cream Ale,Omalley's Irish Cream Ale,10.0,27.0,1.71,2.46,3.07,2.5,1.89,14.0,68088.0,1.5,1.0,3.0,2.0,1.5,1.0,15775,22,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
383,India Pale Ales,Brick House Brewery,American Double / Imperial IPA,Crop Circle,6.9,27.0,3.99,3.97,3.99,3.93,4.03,10499.0,68088.0,3.0,3.0,3.5,3.0,3.5,1.0,210717,18,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
384,Pale Ales,Black Bear Brewery,American Pale Ale (APA),Black Bear Pail Ale,5.0,27.0,3.83,3.61,3.78,3.66,3.73,9705.0,68088.0,3.5,3.75,3.75,3.25,2.75,2.0,208731,13,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
385,Pilseners and Pale Lagers,Okanagan Spring Brewery,American Pale Lager,25th Anniversary Hopped Lager,5.2,27.0,3.37,2.85,3.09,3.07,3.05,6495.0,68088.0,3.5,3.5,4.0,4.0,3.5,1.0,116531,14,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
386,Porters,OPA-OPA Steakhouse & Brewery,American Porter,Southampton Porter,5.8,27.0,3.91,3.82,3.97,3.81,3.94,3683.0,68088.0,3.5,3.5,4.0,3.0,4.0,1.0,67373,22,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
387,Specialty Beers,Cannery Brewing Company,Fruit / Vegetable Beer,Apricot Wheat Ale,5.0,27.0,3.52,3.6,3.6,3.47,3.54,3710.0,68088.0,4.75,4.0,4.0,4.0,4.0,2.0,83381,15,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
388,Stouts,J.J. Bitting Brewing Company,American Stout,Chocolate Cherry Stout,8.5,27.0,3.96,3.97,4.15,3.96,4.05,8167.0,68088.0,4.5,4.5,4.0,4.0,4.0,1.0,166797,15,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
389,Strong Ales,Chelsea Brewing Company,American Strong Ale,Hoppy Holidays,7.9,27.0,3.92,3.98,4.02,3.97,4.07,8508.0,68088.0,4.33,3.83,4.0,4.5,4.5,3.0,207116,24,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
390,Wheat Beers,Tallgrass Brewing Company,Witbier,Tallgrass Wheat,4.4,27.0,3.82,3.61,3.72,3.64,3.69,4383.0,68088.0,4.0,3.5,2.5,3.0,3.5,1.0,86224,14,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
391,Wild/Sour Beers,Brouwerij De Koninck NV,Flanders Red Ale,De Koninck Amber,5.0,27.0,1.59,2.61,3.57,2.55,2.18,22.0,68088.0,2.0,3.0,3.0,3.0,3.0,1.0,32378,71,3.8243009047115497,3.826489249206909,3.7266625543414404,3.8023587122547293,3.700262895076959,68088.0
392,Bocks,Climax Brewing Company,Doppelbock,Hoffmann Doppel Bock,7.5,28.0,4.36,4.03,4.15,4.12,4.31,774.0,1914.0,4.0,3.5,4.0,2.5,4.0,1.0,50610,17,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
393,Brown Ales,Santa Cruz Mountain Brewing,American Brown Ale,Organic Dread Brown Ale,5.4,28.0,3.6,3.42,3.92,3.42,3.68,39.0,1914.0,3.5,3.0,3.5,3.0,4.0,1.0,48899,19,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
394,Dark Ales,Moylan's Brewery,American Black Ale,Orange & Black Congrats Ale!,6.0,28.0,3.75,3.83,4.03,3.6,3.84,69.0,1914.0,4.0,5.0,3.5,2.0,4.0,1.0,60821,22,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
395,Dark Lagers,Choc Beer Co. / Pete's Place,Vienna Lager,Choctoberfest,3.9,28.0,3.61,3.45,3.91,3.63,3.57,67.0,1914.0,4.0,3.5,3.5,4.0,4.0,1.0,60925,27,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
396,Hybrid Beers,Ölvisholt Brugghús,California Common / Steam Beer,Skjálfti,5.0,28.0,4.08,3.81,3.62,3.96,4.04,13.0,1914.0,4.5,4.5,4.5,4.0,5.0,1.0,15775,40,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
397,India Pale Ales,Palisade Brewing Co.,American IPA,Red Truck IPA,7.0,28.0,3.89,3.97,4.02,3.92,4.0,130.0,1914.0,4.5,3.5,4.0,4.0,4.5,1.0,210717,30,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
398,Pale Ales,Black Bear Brewery,American Pale Ale (APA),Black Bear Pail Ale,5.0,28.0,3.58,3.57,3.8,3.57,3.56,113.0,1914.0,2.5,2.5,3.0,4.0,3.0,1.0,208731,13,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
399,Pilseners and Pale Lagers,Lohrer Bier/Privatbrauerei Stumpf GmbH,German Pilsener,Urtyp 1878,5.1,28.0,3.35,2.84,3.16,3.14,3.11,207.0,1914.0,4.5,4.0,3.5,4.5,5.0,1.0,116531,15,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
400,Porters,Bootlegger's Brewery,American Porter,Winter Ale - Chocolate Mint Porter,6.2,28.0,4.0,3.84,3.99,3.87,3.99,112.0,1914.0,4.5,5.0,4.0,5.0,5.0,1.0,67373,26,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
401,Specialty Beers,Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.,Fruit / Vegetable Beer,Raspberry DriBeer,4.7,28.0,3.32,3.51,3.61,3.3,3.44,71.0,1914.0,3.5,4.0,3.5,2.0,3.5,1.0,83381,15,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
402,Stouts,Left Coast Brewing Company,American Stout,Voo Doo,8.5,28.0,3.77,3.83,4.23,3.83,3.9,116.0,1914.0,3.5,4.0,4.0,3.5,3.5,1.0,166797,23,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
403,Strong Ales,Cisco Brewers Inc.,American Strong Ale,Ten,9.5,28.0,3.86,4.0,4.08,3.97,4.02,101.0,1914.0,4.5,4.0,3.5,4.0,4.0,1.0,207116,19,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
404,Wheat Beers,Skyscraper Brewing Company,American Pale Wheat Ale,Bulldozer Honeyweizen,5.0,28.0,3.69,3.48,3.68,3.56,3.58,81.0,1914.0,3.5,4.5,4.0,3.0,3.5,1.0,86224,17,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
405,Wild/Sour Beers,Brouwerij De Koninck NV,Flanders Red Ale,De Koninck Amber,5.0,28.0,3.6,3.86,4.02,3.93,4.07,21.0,1914.0,3.0,3.5,3.0,3.5,4.0,1.0,32378,71,3.9482758620689653,3.94226750261233,3.818443051201672,3.932340647857889,3.7614942528735633,1914.0
406,Bocks,Hinterland Brewery Restaurant,Bock,Maple Bock,7.1,29.0,3.75,3.64,3.94,3.69,3.78,80.0,4885.0,5.0,5.0,5.0,5.0,5.0,1.0,50610,24,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
407,Brown Ales,75th Street Brewery,English Brown Ale,Possum Trot Brown Ale,3.5,29.0,3.86,3.68,3.92,3.71,3.83,142.0,4885.0,5.0,4.5,4.5,4.5,5.0,1.0,48899,14,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
408,Dark Ales,Nodding Head Brewery and Restaurant,Scottish Ale,60 Shilling Ale,4.75,29.0,3.83,3.84,3.98,3.77,3.83,142.0,4885.0,4.5,3.0,4.0,4.0,4.0,1.0,60821,21,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
409,Dark Lagers,Bohemian Brewery,Vienna Lager,Viennese Lager,4.0,29.0,3.58,3.29,3.7,3.4,3.46,105.0,4885.0,5.0,4.0,5.0,5.0,4.0,1.0,60925,16,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
410,Hybrid Beers,Mountain Goat Beer Pty Ltd,California Common / Steam Beer,Mountain Goat Steam Ale,5.1,29.0,3.95,3.61,3.92,3.84,3.69,37.0,4885.0,3.5,3.0,3.5,3.5,3.0,1.0,15775,21,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
411,India Pale Ales,Sankt Gallen Brewery,American IPA,XPA,7.5,29.0,4.11,4.06,4.07,4.02,4.15,1894.0,4885.0,3.0,2.5,3.0,3.0,3.5,1.0,210717,16,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
412,Pale Ales,Bull & Bush Pub & Brewery,Extra Special / Strong Bitter (ESB),Tower ESB,4.0,29.0,4.05,3.73,3.93,3.8,3.92,1407.0,4885.0,4.0,4.0,3.5,3.5,4.0,1.0,208731,13,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
413,Pilseners and Pale Lagers,Byron Bay Brewing,American Adjunct Lager,Byron Bay Premium Ale,5.0,29.0,3.48,2.85,3.17,3.11,3.13,383.0,4885.0,3.0,2.5,3.0,3.0,2.0,1.0,116531,14,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
414,Porters,Harmon Restaurant & Brewery,American Porter,Puget Sound Porter,5.4,29.0,4.0,3.83,4.02,3.93,4.03,121.0,4885.0,3.5,4.0,3.5,3.0,3.5,1.0,67373,22,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
415,Specialty Beers,Rogue Ales,Pumpkin Ale,Chatoe Rogue First Growth Pumpkin Patch,5.6,29.0,3.51,3.61,3.69,3.41,3.57,164.0,4885.0,4.5,4.5,4.0,5.0,4.0,1.0,83381,15,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
416,Stouts,Guinness Ltd.,Irish Dry Stout,Guinness Original,4.2,29.0,2.99,3.46,3.88,3.49,3.32,59.0,4885.0,3.0,2.5,3.5,3.5,3.0,1.0,166797,23,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
417,Strong Ales,Dick's Brewing Company,Tripel,Belgian-Style Tripel,8.0,29.0,2.57,3.27,3.66,3.15,3.22,41.0,4885.0,2.5,2.0,2.0,3.0,3.0,1.0,207116,47,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
418,Wheat Beers,Rock Bottom Restaurant & Brewery,Hefeweizen,Walleye Wheat,5.0,29.0,3.72,3.59,3.74,3.62,3.62,245.0,4885.0,4.0,3.0,3.5,4.0,3.5,1.0,86224,15,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
419,Wild/Sour Beers,Russian River Brewing Company,American Wild Ale,Toronado 20th Anniversary Ale,10.43,29.0,3.95,3.99,4.02,3.93,4.02,65.0,4885.0,4.0,4.0,4.0,4.5,4.0,1.0,32378,89,3.9383828045035822,3.905117707267144,3.7897645854657114,3.891709314227226,3.766939611054248,4885.0
